INST CODE,INSTITUTE NAME,DIST,YEAR_OF_EST,BRANCH,OC,BC_A,BC_B,BC_C,BC_D,BC_E,SC,ST,AFFILIATED,CODE
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,1997,MEC,30253,66303,71113,81896,33597,40982,94926,69676,JNTUH,2
GTEN,GANDHI ACADEMY OF TECHNOLOGICAL EDUCATION,SRP,2008,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
GTEN,GANDHI ACADEMY OF TECHNOLOGICAL EDUCATION,SRP,2008,CSE,94340,94340,96374,94340,94340,97745,99205,97944,JNTUH,2
GTEN,GANDHI ACADEMY OF TECHNOLOGICAL EDUCATION,SRP,2008,ECE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
GTEN,GANDHI ACADEMY OF TECHNOLOGICAL EDUCATION,SRP,2008,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,CIV,43567,95258,80571,45435,59054,97228,90466,92487,JNTUH,2
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,CSE,15677,52328,28107,79551,29400,55763,81941,51526,JNTUH,2
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,ECE,19632,82595,36110,29117,35861,90264,94980,88885,JNTUH,2
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,EEE,31657,96228,75505,36057,58755,92389,90162,78009,JNTUH,2
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,INF,16746,54114,30697,16746,34225,59346,91429,62201,JNTUH,2
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,MEC,94753,97875,99594,94753,94832,96969,98778,94753,JNTUH,2
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,PHD,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MDL,2001,CSE,24125,61945,47374,42575,47444,80368,87986,85061,JNTUH,2
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MDL,2001,ECE,38146,97514,61622,58818,52610,88741,93981,86285,JNTUH,2
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MDL,2001,EEE,58229,89949,93109,70508,93126,83890,90464,88733,JNTUH,2
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MDL,2001,MEC,77814,77814,83641,77814,91673,77814,91058,95347,JNTUH,2
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,MDL,2001,CIV,44447,72674,69517,44447,68778,69937,91425,90709,JNTUH,2
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,MDL,2001,CSE,40032,93876,78533,48639,81357,96889,99045,90942,JNTUH,2
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,MDL,2001,ECE,71267,95353,98203,71267,92396,93092,99118,98859,JNTUH,2
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,MDL,2001,EEE,76436,76436,76436,88815,76436,76436,88267,85655,JNTUH,2
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,MDL,2001,MEC,55674,76051,55674,55674,87656,55674,90299,55674,JNTUH,2
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,ANE,24903,60815,41073,24903,54242,51768,67035,72934,JNTUH,2
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,CIV,39096,68653,73238,39096,81202,95310,91838,91724,JNTUH,2
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,CSE,12421,47143,20463,25185,18251,45777,66060,71818,JNTUH,2
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,ECE,16910,80514,35878,83717,34832,63366,85641,84269,JNTUH,2
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,EEE,24356,76482,51610,51807,52602,54948,91251,65004,JNTUH,2
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,INF,17484,77044,28248,85337,30533,77422,86257,76537,JNTUH,2
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,MEC,57140,92237,72852,57140,73316,94101,90324,73150,JNTUH,2
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SDP,2001,CIV,78952,80641,78952,78952,90896,78952,79423,95092,JNTUH,2
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SDP,2001,CSE,55454,98513,89700,92607,98770,96849,91954,92099,JNTUH,2
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SDP,2001,ECE,67150,67150,98142,67150,67150,67150,87001,94154,JNTUH,2
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SDP,2001,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SDP,2001,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,RR,2007,CIV,60637,83402,98433,60637,92284,66911,98692,99682,JNTUH,2
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,RR,2007,CSE,30804,85587,56250,30804,53520,93811,99064,99196,JNTUH,2
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,RR,2007,ECE,46463,79464,73068,60515,67448,80379,91433,85004,JNTUH,2
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,RR,2007,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,CIV,46094,95163,93114,46094,95316,67832,98492,91205,JNTUH,2
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,CSE,19227,64376,35931,96759,31191,83186,91177,89217,JNTUH,2
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,ECE,28386,84358,56310,84851,46324,92483,95359,95760,JNTUH,2
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,EEE,50502,93621,96833,60200,82371,88450,96449,89252,JNTUH,2
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,INF,24967,79167,43261,24967,38100,60248,95532,71752,JNTUH,2
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,MEC,88281,97198,92307,88281,93740,97407,98179,94584,JNTUH,2
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,WGR,2001,CIV,89682,89946,89682,89682,89682,92831,96564,90436,JNTUH,2
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,WGR,2001,CSE,91861,98051,97008,94857,93089,98124,95663,91861,JNTUH,2
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,WGR,2001,ECE,76834,82707,76834,76834,76834,96020,99014,87685,JNTUH,2
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,WGR,2001,EEE,90870,90870,90870,90870,92914,90870,91204,94147,JNTUH,2
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,WGR,2001,MEC,55831,55831,55831,55831,55831,55831,55831,55831,JNTUH,2
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,CIV,39120,98898,97320,95143,82648,94349,98691,86828,JNTUH,2
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,CSE,15642,56223,29440,76319,27500,58997,66624,86739,JNTUH,2
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,ECE,20405,67731,34303,84003,40554,63890,84455,94456,JNTUH,2
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,ECM,52312,69811,83771,52312,59223,79639,96898,59156,JNTUH,2
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,EEE,35087,92236,96648,62626,66482,93881,98543,74463,JNTUH,2
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,INF,18599,77034,33956,37637,34884,58182,87786,81550,JNTUH,2
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,MEC,72493,79839,84694,72493,93893,93539,97767,88152,JNTUH,2
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,MIN,42896,42896,42896,42896,82544,42896,60498,90437,JNTUH,2
JMTK,JYOTHISHMATHI INST OF TECHNOLOGY SCIENCES,KRM,2008,CIV,31399,31399,63126,31399,31399,31399,95588,70217,JNTUH,2
JMTK,JYOTHISHMATHI INST OF TECHNOLOGY SCIENCES,KRM,2008,CSE,55115,97563,85392,59493,96208,96567,93228,66409,JNTUH,2
JMTK,JYOTHISHMATHI INST OF TECHNOLOGY SCIENCES,KRM,2008,ECE,87753,88845,89858,87753,87753,87753,87753,87753,JNTUH,2
JMTK,JYOTHISHMATHI INST OF TECHNOLOGY SCIENCES,KRM,2008,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KRM,1997,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KRM,1997,CSE,56680,87632,65934,69271,70287,82504,92958,63140,JNTUH,2
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KRM,1997,ECE,88122,88122,88122,88122,88122,88122,88122,88122,JNTUH,2
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KRM,1997,EEE,39238,66110,87963,87292,77033,39238,68396,39238,JNTUH,2
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KRM,1997,MEC,85159,85159,85159,85159,97833,85159,85159,85159,JNTUH,2
JNKR,JNTU COLLEGE OF ENGINEERING,JTL,2007,CSE,6965,10305,8944,52951,9902,13562,16827,23294,JNTUH,2
JNKR,JNTU COLLEGE OF ENGINEERING,JTL,2007,ECE,8265,14769,10397,8265,11536,13871,24568,25147,JNTUH,2
JNKR,JNTU COLLEGE OF ENGINEERING,JTL,2007,EEE,9420,16457,12719,86609,13166,30148,25473,24331,JNTUH,2
JNKR,JNTU COLLEGE OF ENGINEERING,JTL,2007,INF,10008,16189,12814,49682,12715,13567,32989,27148,JNTUH,2
JNKR,JNTU COLLEGE OF ENGINEERING,JTL,2007,MEC,12191,38110,24546,12191,14502,36334,39127,37158,JNTUH,2
JNPASF,JNTU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,HYD,2008,DTD,22279,91638,32959,22279,24796,42071,87859,61382,JNAFAU,2
JNPASF,JNTU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,HYD,2008,FSP,67898,81845,67898,67898,88489,73925,77939,78114,JNAFAU,2
JNPASF,JNTU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,HYD,2008,PLG,38754,50932,38754,38754,60010,89755,74459,86499,JNAFAU,2
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,CHE,12148,20877,14858,12148,14125,21078,27240,17961,JNTUH,2
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,CIV,4698,8184,6121,18093,6390,14662,14571,12572,JNTUH,2
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,CSE,1074,2599,1228,1074,2050,4023,5859,6068,JNTUH,2
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,ECE,1638,5144,3034,4489,2528,3785,8809,10462,JNTUH,2
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,EEE,2695,9195,3481,2695,3555,7464,11976,11290,JNTUH,2
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,MEC,5086,16667,6548,5086,7585,5086,18812,12709,JNTUH,2
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,MET,15979,54108,18056,15979,28051,41571,49244,28476,JNTUH,2
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,CIV,6841,13268,10938,6841,9206,16348,19764,13941,JNTUH,2
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,CSE,2296,3920,4102,2296,4629,2379,12852,8503,JNTUH,2
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,ECE,3051,10363,5123,9586,5001,4656,14934,27005,JNTUH,2
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,EEE,4294,11116,6686,4294,5834,13549,18442,18709,JNTUH,2
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,MMS,11753,55609,22225,11753,19489,70928,71418,24177,JNTUH,2
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,MTE,14166,36269,22576,14166,17720,38919,66824,32708,JNTUH,2
JNTM,JNTU COLLEGE OF ENGG,PDL,2010,CIV,14694,32340,23488,14694,27034,40352,43450,39895,JNTUH,2
JNTM,JNTU COLLEGE OF ENGG,PDL,2010,CSE,12214,23110,15007,34810,15372,15650,28775,28060,JNTUH,2
JNTM,JNTU COLLEGE OF ENGG,PDL,2010,EEE,13369,30870,20055,13369,20681,45807,36312,38226,JNTUH,2
JNTM,JNTU COLLEGE OF ENGG,PDL,2010,MEC,20335,50909,35297,24746,24676,94221,47215,40290,JNTUH,2
JNTM,JNTU COLLEGE OF ENGG,PDL,2010,MIN,22605,75738,29549,22605,38749,65001,61792,75462,JNTUH,2
JNTS,J N T U COLLEGE OF ENGINEERING,SRD,2012,CIV,13925,32921,17410,27370,21941,31081,44490,21821,JNTUH,2
JNTS,J N T U COLLEGE OF ENGINEERING,SRD,2012,CSE,8877,13605,11752,19276,9743,30429,24229,19517,JNTUH,2
JNTS,J N T U COLLEGE OF ENGINEERING,SRD,2012,ECE,10243,20323,13675,83084,12898,10243,27445,28682,JNTUH,2
JNTS,J N T U COLLEGE OF ENGINEERING,SRD,2012,MEC,15304,45789,32763,37309,23436,42135,49868,31968,JNTUH,2
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,RR,2002,CSE,39092,81814,71909,57833,77693,83576,99060,91236,JNTUH,2
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,RR,2002,ECE,65714,96039,91850,81342,94167,82122,83397,93046,JNTUH,2
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,RR,2002,INF,50814,97904,95388,50814,78022,68609,56006,56684,JNTUH,2
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MBN,1997,CIV,76264,76264,76264,76264,76280,76264,98800,90760,JNTUH,2
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MBN,1997,CSE,96379,96379,98535,96379,96379,96379,96379,96379,JNTUH,2
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MBN,1997,ECE,65787,89952,72898,65787,65787,65787,79570,74031,JNTUH,2
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MBN,1997,EEE,55153,91378,78928,55153,74801,55153,88725,55153,JNTUH,2
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MBN,1997,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,NZB,2001,CIV,87251,87251,87251,87251,90540,87251,89634,94938,JNTUH,2
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,NZB,2001,CSE,79055,79055,98726,79055,96080,79055,97304,79055,JNTUH,2
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,NZB,2001,ECE,60475,64706,60475,60475,79893,60475,60475,60475,JNTUH,2
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,NZB,2001,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,SRP,2008,CIV,82155,91208,87785,82664,89013,89939,89639,90144,JNTUH,2
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,SRP,2008,CSE,57446,98789,84226,57446,60897,80035,96739,80116,JNTUH,2
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,SRP,2008,ECE,60569,86600,87280,63325,91637,90721,85563,84912,JNTUH,2
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,SRP,2008,EEE,76853,87310,97351,76853,96988,96784,87424,82341,JNTUH,2
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,RR,2008,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,RR,2008,CSE,43311,83512,69573,43311,67721,82555,94958,99266,JNTUH,2
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,RR,2008,ECE,72074,96057,97363,72074,98901,98277,99442,90864,JNTUH,2
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,RR,2008,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,RR,2008,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,CIV,29199,50378,44331,34101,39052,51266,62824,50567,KU,2
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,CSE,8059,26957,13704,36047,13695,21491,38874,32692,KU,2
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,CSN,14991,50095,21030,14991,24823,52100,80305,83597,KU,2
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,ECE,12839,57899,21134,21894,20923,29819,55998,49634,KU,2
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,ECI,42619,88576,54828,42619,59739,88608,86861,85677,KU,2
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,EEE,17876,49145,27100,24438,35866,40456,55152,57198,KU,2
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,EIE,35358,51578,52886,68134,68303,90045,99339,85316,KU,2
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,INF,12541,47638,19042,61415,19178,24475,63058,61577,KU,2
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,MEC,21265,64585,55561,48848,66004,52681,99512,81768,KU,2
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NZB,2009,CIV,82774,82774,82774,82774,82774,82774,97334,88049,JNTUH,2
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NZB,2009,CSE,65511,98384,96778,88549,97202,93675,92391,69236,JNTUH,2
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NZB,2009,ECE,89779,89779,96019,89779,97662,89779,89779,89779,JNTUH,2
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NZB,2009,EEE,80618,80618,80618,80618,80618,80618,80618,80618,JNTUH,2
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,CIV,82199,97255,99658,82199,82199,82199,92155,90994,JNTUH,2
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,CSE,70006,97736,90556,70006,98413,70006,90208,79567,JNTUH,2
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,ECE,82519,99028,94477,82519,88945,82519,96152,93232,JNTUH,2
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,EEE,76378,90405,90550,76378,99150,76378,91338,83110,JNTUH,2
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,MEC,81573,91339,81573,81573,99296,87049,90400,81573,JNTUH,2
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,MIN,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,HYD,2007,CSE,6693,25402,12283,47185,11062,34418,48612,52682,JNTUH,2
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,HYD,2007,ECE,11468,42138,18151,43056,17938,61277,63260,66294,JNTUH,2
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,HYD,2007,EIE,28853,93179,53799,28853,44730,97424,99604,73763,JNTUH,2
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,HYD,2007,INF,9413,45538,16373,63897,15443,54194,72225,62480,JNTUH,2
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHM,2008,CIV,65316,65316,65316,65316,65316,65316,68933,65316,JNTUH,2
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHM,2008,CSE,85330,98849,95750,85330,93615,95530,95603,97667,JNTUH,2
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHM,2008,ECE,68255,68255,96823,68255,83773,68255,85295,89116,JNTUH,2
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHM,2008,EEE,94282,94282,94282,94282,94282,94282,94282,96203,JNTUH,2
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHM,2008,MEC,77241,83254,77241,77241,77241,77241,89941,90407,JNTUH,2
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,RR,2008,CIV,67993,96330,88162,67993,67993,94570,99495,98252,JNTUH,2
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,RR,2008,CSE,44254,91790,86569,62008,59961,82572,97482,90743,JNTUH,2
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,RR,2008,ECE,86838,96271,96341,86838,93839,99069,99521,97070,JNTUH,2
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,RR,2008,EEE,59476,96211,95538,78327,80048,90282,99042,99640,JNTUH,2
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,RR,2008,MEC,85229,85229,85229,85229,85229,85229,96918,87731,JNTUH,2
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,MDL,2008,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,MDL,2008,CSE,36043,60899,59088,36043,67108,92466,99075,36043,JNTUH,2
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,MDL,2008,ECE,53614,78566,87551,78250,77703,99307,63349,66689,JNTUH,2
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,MDL,2008,EEE,68441,68441,93672,68441,68441,68441,91955,84988,JNTUH,2
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,MDL,2008,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,KRM,1997,CIV,64485,90238,98803,64485,97372,74654,94846,89160,JNTUH,2
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,KRM,1997,CSE,31606,82853,39688,49973,46244,85981,91422,60958,JNTUH,2
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,KRM,1997,ECE,50753,89292,97121,50753,82903,86223,90242,82971,JNTUH,2
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,KRM,1997,EEE,86819,86819,87976,86819,94403,90167,90846,97119,JNTUH,2
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,KRM,1997,MEC,44576,44576,44576,44576,69870,44576,91352,44576,JNTUH,2
KUCE,K U COLLEGE OF ENGG,KGM,1976,CSE,20277,36335,27616,31043,36908,52249,53734,35520,KU,2
KUCE,K U COLLEGE OF ENGG,KGM,1976,EEE,10508,90345,35328,10508,40445,57713,64182,34982,KU,2
KUCE,K U COLLEGE OF ENGG,KGM,1976,MIN,24887,59763,30731,24887,27877,65045,45138,60906,KU,2
KUCESF,K U COLLEGE OF ENGG,KGM,2012,ECE,32247,55599,92708,50693,51423,91501,92331,94794,KU,2
KUCESF,K U COLLEGE OF ENGG,KGM,2012,INF,39091,97373,98822,39091,87873,70567,93701,99648,KU,2
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WGU,2013,CSE,17754,43810,23193,24000,23510,46544,51619,30403,KU,2
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WGU,2013,ECE,19211,45812,32603,19211,27645,91743,56549,62703,KU,2
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WGU,2013,EEE,24517,39665,35773,33057,33696,89324,57684,60776,KU,2
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WGU,2013,INF,24781,81584,37871,24781,32903,64761,69991,87251,KU,2
KUWL,KU College Of Engineering And Technology,WGU,2009,CIV,14487,55337,24005,14487,24661,78395,41105,32772,KU,2
KUWL,KU College Of Engineering And Technology,WGU,2009,CSE,12862,16261,15890,47083,14377,35118,25240,25659,KU,2
KUWL,KU College Of Engineering And Technology,WGU,2009,ECE,13064,19969,16533,13064,18174,45378,36388,25285,KU,2
KUWL,KU College Of Engineering And Technology,WGU,2009,EEE,5433,26968,21273,58505,30247,42961,38688,28970,KU,2
KUWL,KU College Of Engineering And Technology,WGU,2009,INF,14531,42257,20391,14531,21312,82660,43713,40146,KU,2
KUWL,KU College Of Engineering And Technology,WGU,2009,MEC,17376,68451,34551,75429,30721,86550,52285,44023,KU,2
MECS,MATRUSRI ENGINEERING COLLEGE,HYD,2011,CIV,23634,95090,57515,23634,47462,60788,96147,61665,OU,2
MECS,MATRUSRI ENGINEERING COLLEGE,HYD,2011,CSE,10029,38645,16902,53456,18910,40817,65630,42091,OU,2
MECS,MATRUSRI ENGINEERING COLLEGE,HYD,2011,ECE,12097,51503,23037,18537,23788,42057,90726,49115,OU,2
MECS,MATRUSRI ENGINEERING COLLEGE,HYD,2011,EEE,18003,80050,41438,93040,38809,62234,89752,64824,OU,2
MECS,MATRUSRI ENGINEERING COLLEGE,HYD,2011,INF,13609,57295,20656,13609,23345,42107,87654,45900,OU,2
MECS,MATRUSRI ENGINEERING COLLEGE,HYD,2011,MEC,51649,94803,58846,51649,63412,77494,82449,93780,OU,2
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY,HYD,2008,CIV,92848,92848,98721,92848,98667,92848,98028,92848,OU,2
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY,HYD,2008,CSE,26991,74984,46553,53502,44520,46280,96543,90134,OU,2
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY,HYD,2008,ECE,40935,97353,95743,50667,65021,66929,99225,70646,OU,2
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY,HYD,2008,EEE,94861,96755,96105,94861,94861,94861,96569,94861,OU,2
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY,HYD,2008,MEC,90181,98533,99446,90181,97103,96539,97939,98408,OU,2
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MDL,2008,CIV,84076,84076,84076,84076,84076,84076,84076,84076,JNTUH,2
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MDL,2008,CSE,67249,96880,96921,73734,85217,98468,89679,80470,JNTUH,2
