INST CODE,INSTITUTE NAME,DIST,YEAR_OF_EST,BRANCH,OC,BC_A,BC_B,BC_C,BC_D,BC_E,SC,ST,AFFILIATED,CODE
SNIS,SREENIDHI INSTITUTE OF SCI AND TECHNOLOGY,MDL,1997,ECE,7168,29008,13320,27423,16041,49296,49832,40273,JNTUH,2
SNIS,SREENIDHI INSTITUTE OF SCI AND TECHNOLOGY,MDL,1997,ECM,15282,95327,23439,85660,26710,57854,91077,69284,JNTUH,2
SNIS,SREENIDHI INSTITUTE OF SCI AND TECHNOLOGY,MDL,1997,EEE,9980,61107,21159,56897,23125,48267,57080,34009,JNTUH,2
SNIS,SREENIDHI INSTITUTE OF SCI AND TECHNOLOGY,MDL,1997,INF,7514,34212,15101,36501,14106,37232,58452,47322,JNTUH,2
SNIS,SREENIDHI INSTITUTE OF SCI AND TECHNOLOGY,MDL,1997,MEC,32900,71110,74674,79442,74827,92474,96427,89196,JNTUH,2
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,RR,2001,CSE,69521,96581,98204,76752,91643,94405,88976,79064,JNTUH,2
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,RR,2001,ECE,63632,94967,80322,63632,94553,84725,96054,82994,JNTUH,2
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,RR,2001,EEE,64450,85669,88425,64450,95812,64450,91255,91444,JNTUH,2
SPEC,ST PETERS ENGINEERING COLLEGE,MDL,2007,CIV,60568,60568,95525,60568,95870,60568,93205,95713,JNTUH,2
SPEC,ST PETERS ENGINEERING COLLEGE,MDL,2007,CSE,30700,83482,51605,83143,45252,79366,95261,92494,JNTUH,2
SPEC,ST PETERS ENGINEERING COLLEGE,MDL,2007,ECE,48042,80823,84531,60296,59858,94877,54052,52251,JNTUH,2
SPEC,ST PETERS ENGINEERING COLLEGE,MDL,2007,EEE,61590,92211,95608,61590,76292,61590,94879,88310,JNTUH,2
SPEC,ST PETERS ENGINEERING COLLEGE,MDL,2007,INF,41667,58202,63109,41667,55374,86038,95708,41667,JNTUH,2
SPEC,ST PETERS ENGINEERING COLLEGE,MDL,2007,MEC,37684,37684,89024,37684,85823,37684,97331,37684,JNTUH,2
SPHN,SPHOORTHY ENGINEERING COLLEGE,RR,2004,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
SPHN,SPHOORTHY ENGINEERING COLLEGE,RR,2004,CSE,41100,94662,71491,66478,59128,95085,95768,90078,JNTUH,2
SPHN,SPHOORTHY ENGINEERING COLLEGE,RR,2004,ECE,65117,89958,96904,65117,71389,95893,88180,74437,JNTUH,2
SPHN,SPHOORTHY ENGINEERING COLLEGE,RR,2004,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
SPHN,SPHOORTHY ENGINEERING COLLEGE,RR,2004,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
SPOP,ST PETERS INSTITUTE OF PHARMACEUTICAL SCI,WGU,1995,PHD,50486,50486,50486,50486,50486,50486,50486,50486,KU,2
SRHP,S R ENGINEERING COLLEGE,WGU,2002,CIV,69928,93073,94983,92657,92854,76386,99646,94037,JNTUH,2
SRHP,S R ENGINEERING COLLEGE,WGU,2002,CSE,23642,73196,34762,84929,38195,46883,91039,82578,JNTUH,2
SRHP,S R ENGINEERING COLLEGE,WGU,2002,ECE,31358,84945,53025,55003,54806,85731,91332,89814,JNTUH,2
SRHP,S R ENGINEERING COLLEGE,WGU,2002,EEE,50627,96897,88922,50627,94251,94026,97781,86024,JNTUH,2
SRHP,S R ENGINEERING COLLEGE,WGU,2002,MEC,25674,93207,89306,25674,96830,94327,96079,92341,JNTUH,2
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,WGU,2009,CSE,41068,85095,56689,41068,58425,95659,99375,59400,JNTUH,2
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,WGU,2009,ECE,74786,87534,97495,74786,97932,74786,92218,95164,JNTUH,2
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,WGU,2009,EEE,19234,19234,81278,19234,19234,19234,69733,84552,JNTUH,2
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,MDL,2011,CIV,59679,83659,92338,59679,71364,73050,94277,81114,JNTUH,2
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,MDL,2011,CSE,25256,95205,41818,67268,46761,83661,91098,86517,JNTUH,2
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,MDL,2011,ECE,41662,91874,70753,57230,61242,95008,98429,99601,JNTUH,2
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,MDL,2011,MEC,86934,86934,89125,86934,95679,86934,95796,90547,JNTUH,2
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,HYD,2008,CME,38186,71060,51082,82735,69833,38186,38186,38186,OU,2
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,HYD,2008,CSE,18773,65615,29823,69751,33937,33422,94590,96339,OU,2
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,HYD,2008,ECE,30937,98410,49318,92145,49089,64803,98682,85727,OU,2
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,HYD,2008,EEE,37011,83076,81991,37011,94231,83067,97734,66295,OU,2
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,HYD,2008,INF,28375,91819,49347,52442,50930,41534,96773,30597,OU,2
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SRP,1998,CIV,43318,84097,43318,43318,43318,43318,95959,93038,JNTUH,2
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SRP,1998,CSE,71617,71617,74230,71617,94903,97233,93146,87643,JNTUH,2
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SRP,1998,ECE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SRP,1998,EEE,89980,89980,89980,89980,89980,89980,89980,91222,JNTUH,2
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,HYD,2004,CSE,29807,73743,53480,52085,54778,55206,97186,88636,JNTUH,2
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,HYD,2004,ECE,49058,93777,92371,72985,72427,94146,96467,91083,JNTUH,2
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,HYD,2004,INF,49567,89708,78308,66306,66192,87652,92083,92974,JNTUH,2
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,HYD,2004,MEC,87073,88702,94792,87073,87073,89864,95392,98079,JNTUH,2
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,WGU,2008,CIV,92510,92510,92510,92510,92510,92510,92510,99649,JNTUH,2
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,WGU,2008,CSE,72570,97681,95613,72570,86604,96409,96737,95265,JNTUH,2
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,WGU,2008,ECE,79828,79828,93353,79828,79828,79828,96587,82776,JNTUH,2
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,WGU,2008,EEE,80430,80430,80430,80430,80430,80430,87931,89509,JNTUH,2
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,WGU,2008,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
SWIT,SWATHI INST OF TECHNOLOGY SCI,RR,2009,CIV,99633,99633,99633,99633,99633,99633,99633,99633,OU,2
SWIT,SWATHI INST OF TECHNOLOGY SCI,RR,2009,CSE,78641,95311,97989,96006,99184,88949,89896,92444,OU,2
SWIT,SWATHI INST OF TECHNOLOGY SCI,RR,2009,MEC,99633,99633,99633,99633,99633,99633,99633,99633,OU,2
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PDL,2008,CSE,74907,83366,84156,74907,82347,76414,87894,74907,JNTUH,2
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PDL,2008,ECE,94928,94928,94928,94928,94928,97470,94928,99374,JNTUH,2
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PDL,2008,EEE,93910,93910,93910,93910,93910,93910,93910,93910,JNTUH,2
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KRM,2008,CSE,76709,94594,86178,82655,86099,87290,98919,76709,JNTUH,2
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KRM,2008,ECE,55196,98202,96616,55196,55196,55196,58953,90352,JNTUH,2
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KRM,2008,EEE,95377,95377,95377,95377,95377,95377,95377,95377,JNTUH,2
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,RR,2005,CIV,82847,97978,97687,82847,94648,82847,96383,89808,JNTUH,2
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,RR,2005,CSE,28212,93778,42527,90357,50535,93544,91029,90875,JNTUH,2
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,RR,2005,ECE,43976,95306,62387,54279,57309,97026,95379,80327,JNTUH,2
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,RR,2005,EEE,71147,89511,98862,71147,89361,71147,86122,98905,JNTUH,2
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,RR,2005,INF,35147,97985,51922,35147,60339,90373,99020,35147,JNTUH,2
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,RR,2002,CIV,57746,77839,74988,57746,58994,90016,91270,74867,JNTUH,2
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,RR,2002,CSE,19539,54796,28928,58262,29817,98648,80331,80137,JNTUH,2
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,RR,2002,ECE,23872,78809,42857,88664,40762,90398,97290,88285,JNTUH,2
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,RR,2002,EEE,41467,87132,51204,57131,53196,91818,93838,79387,JNTUH,2
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,RR,2002,INF,21714,66742,42017,21714,31847,59173,90025,85081,JNTUH,2
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,RR,2002,MEC,68596,95057,95516,68596,79214,98060,94587,90283,JNTUH,2
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,WGU,2008,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,WGU,2008,CSE,40586,74605,95773,40586,98365,40586,86374,85044,JNTUH,2
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,WGU,2008,ECE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
TRRC,T R R COLLEGE OF ENGINEERING,SRD,2002,CSE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
TUDI,TUDI RAMI REDDY INST OF TEC AND SCI,YBG,2008,CSE,51984,54870,51984,51984,51984,51984,98719,51984,JNTUH,2
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WGU,1998,CIV,57239,96853,76688,57239,77805,98732,99496,98541,JNTUH,2
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WGU,1998,CSE,42960,94661,63474,70133,70075,90614,99182,98193,JNTUH,2
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WGU,1998,ECE,69905,98041,93699,69905,98506,99269,98456,96713,JNTUH,2
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WGU,1998,EEE,78757,78757,99160,78757,88459,87035,98854,83142,JNTUH,2
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WGU,1998,MEC,50310,50310,50310,50310,50310,50310,91152,93348,JNTUH,2
VAGP,VAGDEVI COLLEGE OF PHARMACY,WGU,1997,PHD,76214,76214,76214,76214,76214,76214,76214,76214,KU,2
VASV,VASAVI COLLEGE OF ENGINEERING,HYD,1981,CIV,7821,30877,16383,46626,23431,10680,29347,24537,OU,2
VASV,VASAVI COLLEGE OF ENGINEERING,HYD,1981,CSE,2386,7084,3133,14715,3467,9481,16994,17339,OU,2
VASV,VASAVI COLLEGE OF ENGINEERING,HYD,1981,ECE,4769,15159,6510,17515,5399,8824,26884,22172,OU,2
VASV,VASAVI COLLEGE OF ENGINEERING,HYD,1981,EEE,6535,16817,8454,42127,8151,31472,31141,20776,OU,2
VASV,VASAVI COLLEGE OF ENGINEERING,HYD,1981,INF,4669,22355,6614,28570,7079,12385,32321,25398,OU,2
VASV,VASAVI COLLEGE OF ENGINEERING,HYD,1981,MEC,18089,73895,18739,18089,32856,22713,59457,42513,OU,2
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,RR,2004,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,RR,2004,CSE,49212,97802,92693,72259,80816,83677,99175,75801,JNTUH,2
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,RR,2004,ECE,39884,97883,96663,39884,88110,97044,99596,86445,JNTUH,2
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,RR,2004,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,RR,2004,MEC,71998,71998,71998,71998,92081,71998,71998,71998,JNTUH,2
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),MDL,2004,CIV,37667,98368,95137,78415,74977,94137,95617,71920,JNTUH,2
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),MDL,2004,CSE,19005,51180,35485,19629,31049,80958,75987,99488,JNTUH,2
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),MDL,2004,ECE,25404,92383,44407,37063,42347,80498,95570,81052,JNTUH,2
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),MDL,2004,EEE,36063,94226,69903,41542,61669,92078,95828,91592,JNTUH,2
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),MDL,2004,INF,25775,87554,41568,89847,39733,92809,94092,93068,JNTUH,2
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),MDL,2004,MEC,61274,95171,85348,88418,96604,83812,99551,78426,JNTUH,2
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,RR,2007,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,RR,2007,CSE,38784,86759,91546,67037,72769,91882,88166,83640,JNTUH,2
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,RR,2007,ECE,7946,95361,90693,7946,67075,71608,65199,68953,JNTUH,2
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,RR,2007,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,RR,2007,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,YBG,1999,CIV,91791,94824,91791,91791,93315,94160,95003,91791,JNTUH,2
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,YBG,1999,CSE,23123,74697,39663,32417,31503,79559,91195,93648,JNTUH,2
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,YBG,1999,ECE,37206,82081,58194,37206,53386,86294,97668,95732,JNTUH,2
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,YBG,1999,EEE,60075,67501,97577,60075,93413,80740,71572,77719,JNTUH,2
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,YBG,1999,EIE,78332,78332,94487,78332,85386,78332,91998,78332,JNTUH,2
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,YBG,1999,INF,33171,58502,62397,33171,41991,76520,89237,89778,JNTUH,2
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,YBG,1999,MEC,78620,78620,94897,78620,83414,87201,98733,85119,JNTUH,2
VGSE,VAAGESHWARI COLL OF ENGINEERING,KRM,2005,CIV,85403,94061,85403,85403,85403,85403,98567,97723,JNTUH,2
VGSE,VAAGESHWARI COLL OF ENGINEERING,KRM,2005,CSE,64507,95761,88066,64507,82423,85551,93173,96428,JNTUH,2
VGSE,VAAGESHWARI COLL OF ENGINEERING,KRM,2005,ECE,84224,88103,98976,84224,96455,84224,99481,85882,JNTUH,2
VGSE,VAAGESHWARI COLL OF ENGINEERING,KRM,2005,EEE,82129,82129,82129,82129,82129,82129,82129,86902,JNTUH,2
VGSE,VAAGESHWARI COLL OF ENGINEERING,KRM,2005,MEC,50678,50678,50678,50678,50678,50678,99058,57935,JNTUH,2
VGWL,VAGDEVI ENGINEERING COLLEGE,WGU,2008,CSE,53797,95924,96802,70124,80469,80339,87700,86021,JNTUH,2
VGWL,VAGDEVI ENGINEERING COLLEGE,WGU,2008,ECE,87352,87352,93874,87352,93547,87352,99371,87352,JNTUH,2
VGWL,VAGDEVI ENGINEERING COLLEGE,WGU,2008,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
VITH,VINUTHNA INST OF TECHNOLOGY SCIENCE,WGU,2009,CIV,99633,99633,99633,99633,99633,99633,99633,99633,KU,2
VITH,VINUTHNA INST OF TECHNOLOGY SCIENCE,WGU,2009,CSE,99633,99633,99633,99633,99633,99633,99633,99633,KU,2
VITH,VINUTHNA INST OF TECHNOLOGY SCIENCE,WGU,2009,EEE,99633,99633,99633,99633,99633,99633,99633,99633,KU,2
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MBN,1997,CIV,90874,90874,90874,90874,90874,94128,90874,91278,JNTUH,2
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MBN,1997,CSE,59915,97160,84554,59915,95622,92931,87269,89818,JNTUH,2
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MBN,1997,ECE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MBN,1997,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MBN,1997,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,MDL,1995,AUT,33471,95606,61263,33471,37253,90328,81760,75076,JNTUH,2
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,MDL,1995,CIV,12082,38590,23303,32634,25500,60202,51692,34127,JNTUH,2
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,MDL,1995,CSB,4205,23334,8431,81838,12699,29750,58639,66699,JNTUH,2
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,MDL,1995,CSE,2790,9449,4609,28926,4559,10842,20186,22286,JNTUH,2
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,MDL,1995,ECE,4508,16369,7681,15392,6956,19253,30950,40712,JNTUH,2
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,MDL,1995,EEE,8182,21682,13316,40312,16284,51827,54172,36602,JNTUH,2
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,MDL,1995,EIE,18516,57883,27735,36491,40715,60324,97916,88497,JNTUH,2
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,MDL,1995,INF,4864,22511,7535,21958,9884,15585,43280,37168,JNTUH,2
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,MDL,1995,MEC,18543,42668,34873,26498,34579,52002,69136,86850,JNTUH,2
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,RR,1999,AI,15911,63838,25416,15911,41745,52559,73279,70248,JNTUH,2
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,RR,1999,CIV,43171,82730,82760,68216,71142,93884,90934,94414,JNTUH,2
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,RR,1999,CSE,16780,49166,27965,56261,32300,43265,85600,76579,JNTUH,2
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,RR,1999,ECE,22146,72479,43521,88078,41880,77159,91273,81741,JNTUH,2
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,RR,1999,EEE,29460,92233,94303,68763,91690,83386,98045,91440,JNTUH,2
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,RR,1999,INF,22301,91453,39320,57216,42328,73490,90249,83605,JNTUH,2
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,RR,1999,MEC,95873,95873,99475,95873,95873,95873,98959,95873,JNTUH,2
VJYA,VIJAYA ENGINEERING COLLEGE,KHM,2007,CIV,99049,99049,99049,99049,99049,99049,99049,99049,JNTUH,2
VJYA,VIJAYA ENGINEERING COLLEGE,KHM,2007,CSE,89305,89305,96382,89305,89305,89305,99485,90082,JNTUH,2
VJYA,VIJAYA ENGINEERING COLLEGE,KHM,2007,ECE,86036,86036,86036,86036,86036,86036,96332,98133,JNTUH,2
VJYA,VIJAYA ENGINEERING COLLEGE,KHM,2007,EEE,85072,85072,85072,85072,85072,85072,85072,87896,JNTUH,2
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,RR,1999,CIV,15371,67263,48244,30220,40189,58331,77282,32825,JNTUH,2
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,RR,1999,CSE,7075,27476,11739,29122,11039,25685,39561,50548,JNTUH,2
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,RR,1999,ECE,10489,46803,17953,49241,20945,51698,56748,43888,JNTUH,2
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,RR,1999,EEE,17403,57543,28564,17403,33035,64122,71804,37719,JNTUH,2
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,RR,1999,INF,9715,56244,17045,70913,15457,51612,64968,57742,JNTUH,2
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,RR,1999,MEC,39721,96059,54663,39721,57467,80626,94365,94811,JNTUH,2
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,MDL,2008,CSE,43659,90968,91591,63575,64184,91526,88332,80312,JNTUH,2
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,MDL,2008,ECE,60831,95596,92686,88867,83725,82786,71342,76872,JNTUH,2
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,MDL,2008,INF,58551,65190,66807,58551,79458,69345,61662,64639,JNTUH,2
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NZB,1997,CIV,84500,84500,84500,84500,84500,95029,89629,84532,JNTUH,2
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NZB,1997,CSE,69350,86529,92895,97238,96500,71746,89516,95495,JNTUH,2
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NZB,1997,ECE,64275,86137,64275,64275,70070,64275,90554,80793,JNTUH,2
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NZB,1997,EEE,90590,98848,90590,90590,90590,90590,97863,99297,JNTUH,2
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NZB,1997,MEC,86599,86599,86599,86599,86599,86599,98192,91353,JNTUH,2
VVKN,VIVEKANANDA INSTT OF TECH AND SCI,KRM,2004,CIV,90607,90607,90607,90607,97234,90607,97473,94632,JNTUH,2
VVKN,VIVEKANANDA INSTT OF TECH AND SCI,KRM,2004,CSE,81910,98712,90823,81910,97465,81910,95264,98887,JNTUH,2
VVKN,VIVEKANANDA INSTT OF TECH AND SCI,KRM,2004,ECE,64344,64344,64344,64344,64344,64344,97500,99624,JNTUH,2
VVKN,VIVEKANANDA INSTT OF TECH AND SCI,KRM,2004,EEE,33659,33659,40144,33659,91156,33659,96601,54147,JNTUH,2
VVKN,VIVEKANANDA INSTT OF TECH AND SCI,KRM,2004,MEC,90852,90852,90852,90852,90852,90852,99236,90852,JNTUH,2
WESL,CSI WESLEY INST OF TECHNOLOGY AND SCIENCES,HYD,2015,CSE,57530,97815,82456,94381,69054,81143,99247,99264,JNTUH,2
WITS,WARANGAL INST OF TECHNOLOGY SCIENCE,WGR,2009,CIV,99633,99633,99633,99633,99633,99633,99633,99633,KU,2
WITS,WARANGAL INST OF TECHNOLOGY SCIENCE,WGR,2009,CSE,74392,74392,74392,74392,84888,74392,94526,80223,KU,2
WITS,WARANGAL INST OF TECHNOLOGY SCIENCE,WGR,2009,EEE,99633,99633,99633,99633,99633,99633,99633,99633,KU,2
WITS,WARANGAL INST OF TECHNOLOGY SCIENCE,WGR,2009,MEC,32039,81570,32039,32039,92850,32039,64742,64494,KU,2
